red,green,blue,black,yellow,no match,skin_type,initial_price,curr_price,days_since_release
522,1282,40,127752,4,0,Longsleeve T-Shirt,2.49,0.66,1751
3593,16545,3263,91156,15043,0,Semi-Automatic Pistol,2.99,1.9,554
2687,30579,609,89453,6272,0,Semi-Automatic Pistol,1.99,1.34,1030
1322,15946,51,95480,16801,0,Python Revolver,1.99,6.25,659
205,7399,30,120247,1719,0,Double Barrel Shotgun,10.69,9.17,1211
3,15913,29,105266,8389,0,Armored Door,7.49,2.68,1272
1,5325,48,115305,8921,0,Assault Rifle,2.99,4.2,336
0,3985,33,118372,7210,0,Bolt Action Rifle,1.99,3.36,70
0,15524,38,102682,11356,0,Hoodie,2.49,16.76,372
0,4732,53,118739,6076,0,LR-300,1.99,2.81,147
0,4765,59,116522,8254,0,MP5A4,1.99,7.11,253
2,7634,41,109283,12640,0,Pants,2.49,15.74,372
1,9232,50,108792,11525,0,Python Revolver,1.99,1.64,309
0,2971,57,122407,4165,0,Semi-Automatic Rifle,2.49,3.93,330
1,738,24,128729,108,0,Acoustic Guitar,1.49,7.54,1230
0,16414,55,111750,1381,0,MP5A4,4.73,9.84,1113
79,17989,54,110953,525,0,Coffee Can Helmet,0.99,1.95,1086
0,36754,46,87472,5328,0,Hoodie,0.99,8.3,1086
261,35082,57,92633,1567,0,Road Sign Kilt,0.99,2.53,1100
2,34010,44,93417,2127,0,Pants,0.99,1.82,1086
104,34286,38,91450,3722,0,Road Sign Jacket,0.99,0.9,1100
8,12702,45,115290,1555,0,Eoka Pistol,1.99,8.75,1112
63,12485,29,116251,772,0,Hatchet,1.99,1.17,15
10,6753,46,122055,736,0,Pickaxe,1.99,2.2,15
1,10672,47,116547,2333,0,Hoodie,0.99,2.8,799
1,5175,48,124066,310,0,Pants,0.99,1.55,799
1,1851,426,124783,2539,0,Hunting Bow,1.99,1.64,357
230,21415,174,99921,7860,0,Metal Chest Plate,0.99,0.7,295
4,10669,85,115072,3770,0,Crossbow,2.6,3.42,1022
122,21038,506,97303,10631,0,Metal Facemask,0.99,0.72,294
1,5834,1044,117100,5621,0,Semi-Automatic Rifle,1.99,2.5,547
0,13853,32,113876,1839,0,Hatchet,1.29,1.68,1009
1,31631,29,81932,16007,0,Sleeping Bag,1.52,2.88,862
357,7338,35,118618,3252,0,Combat Knife,1.99,1.72,392
800,18568,113,103444,6675,0,Revolver,1.99,2.13,540
9902,15089,24,79512,25073,0,Sheet Metal Door,1.49,1.6,519
6506,14400,47,100103,8544,0,Large Wood Box,2.99,8.94,610
272,10401,48,112991,5888,0,Salvaged Sword,2.99,2.63,680
1,1617,2480,125097,405,0,Rock,2.99,2.99,22
7341,12493,33,106068,3665,0,Furnace,1.49,2.12,476
89,8478,2829,96858,21346,0,Table,4.17,11.87,1190
0,13551,47,115431,571,0,Hoodie,9.99,1.09,1292
5034,19622,46,104024,874,0,Metal Chest Plate,1.49,1.24,1177
336,25908,25,100906,2425,0,Sheet Metal Door,1.49,1.47,441
2191,20056,23,99340,7990,0,Sheet Metal Double Door,1.49,4.0,189
1842,17196,41,89105,21416,0,Wood Storage Box,1.49,2.94,441
3821,22219,748,91677,11135,0,Semi-Automatic Pistol,1.96,1.28,1051
7,23286,43,103127,3137,0,Semi-Automatic Pistol,1.78,1.18,1191
114,9324,34,116942,3186,0,Sheet Metal Door,1.49,1.92,98
187,46751,30,73936,8696,0,Wooden Door,9.99,2.36,1280
1,14253,45,115170,131,0,Pants,2.49,0.57,1701
407,12772,67,108618,7736,0,Reactive Target,7.49,2.99,1272
1,4221,48,125320,10,0,Pants,4.99,2.71,1259
495,1263,67,127484,291,0,Hunting Bow,1.99,3.34,50
1059,5073,85,123175,208,0,Crossbow,1.99,2.42,42
1,29589,48,90771,9191,0,Large Wood Box,1.49,4.07,567
385,11009,33,93568,24605,0,Riot Helmet,0.99,0.68,301
10014,15142,231,102442,1771,0,Hoodie,0.99,0.67,301
15245,10861,51,100445,2998,0,Pants,0.99,0.73,301
37783,662,39,90916,200,0,Longsleeve T-Shirt,1.31,0.06,1786
1,19311,47,96791,13450,0,Large Wood Box,4.99,6.7,764
13,12318,32,114892,2345,0,Hatchet,1.99,1.73,1072
2,19682,47,103089,6780,0,Coffee Can Helmet,2.99,2.62,631
94,4392,54,124979,81,0,M39 Rifle,1.99,6.5,400
32,26015,54,100420,3079,0,Road Sign Kilt,2.99,7.06,632
1,5775,41,122286,1497,0,Pickaxe,1.99,1.56,1030
25,26996,39,94527,8013,0,Road Sign Jacket,2.99,3.34,631
4,46348,29,82075,1144,0,Wooden Door,1.49,4.05,987
1074,7132,64,120653,677,0,Revolver,2.49,2.34,1666
352,820,21,128407,0,0,Burlap Headwrap,1.79,3.68,1184
215,17751,50,107775,3809,0,Python Revolver,1.99,11.71,813
426,8499,65,110251,10359,0,Revolver,11.84,5.34,1219
0,8572,47,120674,307,0,Hoodie,0.99,1.12,743
2,5028,46,124459,65,0,Pants,0.99,2.44,743
2,46797,42,73104,9655,0,Concrete Barricade,4.76,5.51,1106
1,23817,45,100907,4830,0,Metal Facemask,0.99,1.87,1072
156,23881,10233,89494,5836,0,Baseball Cap,1.24,1.94,980
173,7217,91,121596,523,0,Crossbow,1.99,2.01,1030
1,1807,17,127775,0,0,Boonie Hat,1.49,6.28,1184
25,23978,47,98755,6795,0,Large Wood Box,1.49,2.02,1093
2334,19636,44,103387,4199,0,Semi-Automatic Pistol,9.99,2.8,1288
145,6494,50,111160,11751,0,Bone Knife,2.06,11.81,1127
2,3542,75,97610,28371,0,Rug Bear Skin,13.11,21.96,1191
4413,17234,494,95876,11583,0,Large Wood Box,1.49,4.14,827
9,9872,42,116137,3540,0,Assault Rifle,1.99,2.68,960
1031,1865,25,95150,31529,0,Table,2.26,20.26,1127
482,16209,2270,106687,3952,0,Revolver,3.63,2.53,764
2,25177,39,99329,5053,0,Road Sign Jacket,1.03,1.14,1065
3,28520,57,97374,3646,0,Road Sign Kilt,1.16,3.08,1065
1610,8100,54,116012,3824,0,Custom SMG,1.99,2.22,659
182,15177,65,100483,13693,0,Revolver,2.05,4.83,1120
0,5963,58,123465,114,0,Semi-Automatic Rifle,2.18,3.94,790
1,22265,1505,94578,11251,0,Large Wood Box,1.49,2.7,595
267,15651,411,96353,16918,0,Coffee Can Helmet,0.99,1.08,680
272,16516,116,104858,7838,0,Road Sign Kilt,0.99,2.08,680
235,19996,2447,98365,8557,0,Python Revolver,1.99,1.22,511
112,5959,901,118183,4445,0,Custom SMG,1.99,2.65,139
2557,38553,876,69038,18576,0,Sleeping Bag,1.49,5.98,659
2076,21837,639,98752,6296,0,Road Sign Jacket,0.99,0.97,680
1,15246,51,95517,18785,0,Python Revolver,2.49,3.27,764
11,13244,42,115798,505,0,Pump Shotgun,1.99,1.46,357
77,22061,266,94899,12297,0,Python Revolver,1.99,1.27,623
1160,30171,57,95333,2879,0,Locker,1.68,9.15,1155
6213,21046,33,98434,3874,0,Furnace,1.49,1.23,484
37,12729,50,113362,3422,0,Python Revolver,1.99,1.65,911
2411,6202,42,116549,4396,0,Assault Rifle,2.99,19.4,596
27,1680,66,127410,417,0,Hunting Bow,2.99,3.28,393
884,7656,50,114852,6158,0,Coffee Can Helmet,0.99,1.01,365
99,5809,39,123282,371,0,Hoodie,2.99,2.8,64
881,8636,54,119128,901,0,Road Sign Kilt,0.99,2.01,365
183,8883,47,119454,1033,0,Combat Knife,3.99,1.29,420
60,9546,54,113975,5965,0,LR-300,4.99,6.58,448
13,14311,56,109781,5439,0,MP5A4,2.99,8.22,434
222,2847,46,125701,784,0,Pants,2.99,3.04,64
37,10957,67,114417,4122,0,Revolver,5.27,13.01,841
229,5908,76,120556,2831,0,Custom SMG,2.49,4.75,182
1202,9944,44,116740,1670,0,Road Sign Jacket,0.99,1.68,365
1,23925,113,91871,13690,0,Large Wood Box,1.49,2.2,666
591,6973,55,119916,2065,0,Semi-Automatic Rifle,1.99,3.69,981
549,8974,37,118236,1804,0,Hatchet,1.99,1.44,687
39,6091,41,122453,976,0,Pickaxe,1.99,1.34,686
2340,8956,84,116291,1929,0,Crossbow,2.61,2.24,862
153,2501,721,125562,663,0,Hunting Bow,1.99,2.14,105
3894,11171,54,109633,4848,0,LR-300,2.99,2.51,470
4390,14236,4100,95443,11431,0,Python Revolver,2.99,2.4,687
6319,21777,874,93008,7622,0,Revolver,1.99,3.1,694
2876,16532,64,101807,8321,0,Revolver,1.99,2.56,1065
735,4595,59,122116,2095,0,Double Barrel Shotgun,1.99,2.84,196
2707,6044,1865,114849,4135,0,Assault Rifle,1.99,4.3,925
18,39873,29,84606,5074,0,Wooden Door,1.49,1.37,182
11,3990,33,125421,145,0,Burlap Trousers,0.99,5.64,729
4,13800,32,114525,1239,0,Waterpipe Shotgun,1.99,4.44,629
102,40198,21,87062,2217,0,Wood Double Door,1.49,3.63,231
1848,28682,31,95120,3919,0,Burlap Shirt,0.99,2.03,729
494,14018,35,113690,1363,0,Sheet Metal Door,1.49,1.49,309
1,24977,30,103231,1361,0,Burlap Shirt,2.49,0.7,1569
979,30083,29,93727,4782,0,Wooden Door,1.49,2.79,680
2259,29352,216,76743,21030,0,Garage Door,3.99,9.3,70
4273,16403,388,107950,586,0,Sheet Metal Door,3.99,4.25,85
0,5545,693,121566,1796,0,Salvaged Sword,2.49,1.31,43
2,2445,47,127106,0,0,Metal Chest Plate,9.99,117.1,1289
545,5368,27,116355,7305,0,Assault Rifle,3.99,8.27,434
408,35079,53,87480,6580,0,Metal Chest Plate,3.99,12.51,420
4255,17517,34,87002,20792,0,Metal Facemask,3.99,11.69,420
679,29180,51,77776,21914,0,Leather Gloves,1.49,2.99,182
3228,21673,38,95684,8977,0,Hoodie,0.99,0.69,309
500,28460,52,92879,7709,0,Road Sign Kilt,0.99,1.16,287
1851,8794,57,115562,3336,0,M249,1.99,3.5,288
680,19516,71,100767,8566,0,Pants,0.99,0.69,309
4186,23153,47,87973,14241,0,Coffee Can Helmet,0.99,0.86,1009
5413,28059,56,84607,11465,0,Road Sign Kilt,0.99,2.18,1009
4019,12563,43,86733,26242,0,Road Sign Jacket,0.99,1.03,1009
660,26806,36,95927,6171,0,Metal Chest Plate,0.99,0.77,3
4,15424,43,111569,2560,0,Semi-Automatic Pistol,2.12,1.59,784
4,21087,41,105776,2692,0,Metal Facemask,0.99,0.74,3
6,18450,26,111040,78,0,Sheet Metal Door,1.49,1.97,1037
77,6345,30,117379,5769,0,Assault Rifle,1.99,1.61,573
2,8860,33,119023,1682,0,Bolt Action Rifle,1.49,12.47,1239
0,15000,53,113513,1034,0,LR-300,1.99,21.42,827
0,13670,54,112581,3295,0,MP5A4,9.99,46.57,1280
2,8298,38,120653,609,0,Pump Shotgun,2.81,19.83,1114
25,25914,43,97837,5781,0,Semi-Automatic Pistol,9.99,10.25,1289
12,10029,54,119184,321,0,Custom SMG,1.99,27.95,918
75,14232,32,114103,1158,0,Hatchet,2.69,2.0,1030
4,41211,207,84338,3840,0,Fridge,1.49,1.67,132
359,45686,28,81892,1635,0,Wooden Door,1.06,5.5,1211
3,6364,48,119897,3288,0,Assault Rifle,3.99,6.41,204
0,5332,54,123228,986,0,LR-300,1.99,4.21,288
0,6167,54,121201,2178,0,Semi-Automatic Rifle,3.99,5.65,239
16,6233,54,120169,3128,0,Custom SMG,2.99,7.28,365
5,11218,44,112560,5773,0,Semi-Automatic Pistol,2.49,2.16,1197
608,12457,32,113172,3331,0,Furnace,2.92,2.88,883
7,23389,16052,87527,2625,0,Sheet Metal Door,1.49,3.51,595
1421,28782,825,82869,15703,0,Sheet Metal Door,1.49,1.55,540
1123,6440,4079,116719,1239,0,LR-300,2.99,5.68,434
3,27159,270,95280,6888,0,Metal Chest Plate,0.99,1.61,736
94,30625,451,93870,4560,0,Metal Facemask,0.99,2.32,736
163,7151,30,120169,2087,0,Double Barrel Shotgun,2.99,4.75,658
0,20060,47,109206,287,0,Hoodie,0.99,9.45,960
1,10614,48,118878,59,0,Pants,0.99,9.33,960
2,25043,2041,101778,736,0,Metal Chest Plate,1.23,32.06,1219
20,11053,83,116995,1449,0,Crossbow,1.99,1.89,910
261,10260,45,116877,2157,0,Eoka Pistol,1.99,12.13,1568
7,6041,68,121609,1875,0,Semi-Automatic Rifle,1.99,2.15,610
7,6450,26,122980,137,0,Sheet Metal Door,1.38,3.03,1212
1292,11276,38,116095,899,0,Pump Shotgun,1.99,2.57,932
1153,7678,54,112362,8353,0,LR-300,2.99,2.12,260
35,11280,32,116373,1880,0,Hatchet,1.98,4.82,966
1,23996,47,104477,1079,0,Hoodie,1.07,0.94,855
1,25058,46,103991,504,0,Pants,1.08,1.0,855
31,7011,41,122041,476,0,Pickaxe,2.31,4.57,967
14,6644,30,121253,1659,0,Double Barrel Shotgun,1.94,3.58,770
848,1983,39,126723,7,0,Jacket,2.49,2.18,1702
2104,11421,36,112373,3666,0,Pump Shotgun,1.99,1.54,497
11308,29231,37,86003,3021,0,Sheet Metal Door,3.99,7.23,707
7421,8832,51,104199,9097,0,Hammer,1.99,2.85,218
20582,2266,26,97895,8831,0,Rock,2.99,3.91,588
4,24103,44,92479,12970,0,Metal Facemask,24.34,827.21,1282
652,7867,48,120329,704,0,Boots,2.49,1.16,1751
10,15129,53,109827,4581,0,Bucket Helmet,2.19,1.36,925
2466,17063,50,105731,4290,0,Python Revolver,1.99,2.62,806
1,2643,46,126897,13,0,Pants,5.99,1.85,1751
1103,8136,47,117323,2991,0,Assault Rifle,1.99,1.37,246
2220,23032,41,99586,4721,0,Boots,0.99,1.63,253
593,22417,36,103103,3451,0,Metal Chest Plate,0.99,1.13,204
1021,17628,42,107679,3230,0,Metal Facemask,0.99,0.83,211
2589,20845,45,98226,7895,0,Leather Gloves,1.49,1.62,253
84,6703,38,122361,414,0,Hoodie,0.99,0.86,260
243,8763,44,120493,57,0,Pants,0.99,0.84,260
2268,6869,40,119069,1354,0,Waterpipe Shotgun,1.99,2.06,427
5143,9026,362,112948,2121,0,Revolver,1.99,3.53,329
2093,24809,26,99064,3608,0,Sheet Metal Door,1.49,2.17,609
10,23625,25,74972,30968,0,Sheet Metal Door,2.38,9.77,1058
443,7885,448,115815,5009,0,Double Barrel Shotgun,3.94,2.93,995
728,18123,38,107383,3328,0,Satchel Charge,2.99,1.29,204
405,10557,42,114808,3788,0,Assault Rifle,1.99,1.41,701
902,8902,42,114720,5034,0,Assault Rifle,1.99,1.85,1114
15,28441,46,99916,1182,0,Metal Chest Plate,4.99,1.16,1295
4,42385,29,84624,2558,0,Armored Door,9.99,6.18,1281
2,26237,64,96898,6399,0,Revolver,2.99,3.12,688
269,14562,472,108291,6006,0,Water Purifier,1.3,6.34,1203
15,26693,47,91173,11672,0,Large Wood Box,1.49,3.68,777
155,18721,48,109782,894,0,Metal Chest Plate,0.99,0.7,98
3,22799,31,103961,2806,0,Metal Facemask,0.99,0.72,98
13,11168,31,117001,1387,0,Hatchet,2.13,1.45,1016
443,28605,34,91201,9317,0,Riot Helmet,0.99,2.33,1059
223,19835,61,103833,5648,0,Road Sign Kilt,0.99,1.46,1058
2497,15617,43,104606,6837,0,Road Sign Jacket,0.99,1.05,1058
1078,5178,31,121195,2118,0,Double Barrel Shotgun,1.99,6.19,623
301,28175,42,77545,23537,0,Concrete Barricade,1.12,3.92,1086
242,18779,47,100379,10153,0,Large Wood Box,2.36,2.76,791
50,16666,27,111227,1630,0,Sheet Metal Door,2.71,2.52,792
0,8353,52,120875,320,0,Hoodie,0.99,0.74,484
24,8471,43,120555,507,0,Pants,0.99,0.7,484
1001,5111,3050,116896,3542,0,Assault Rifle,1.99,2.31,84
7580,32001,1776,80185,8058,0,Sheet Metal Door,1.49,3.74,736
3497,14394,960,103594,7155,0,Furnace,1.49,3.63,771
818,2857,5995,115991,3939,0,Assault Rifle,3.99,3.64,35
490,3124,3582,120266,2138,0,Crossbow,1.99,3.03,64
549,3762,6917,116640,1732,0,Custom SMG,1.99,3.61,92
1779,4348,3893,114966,4614,0,Salvaged Sword,1.99,4.45,616
14,33193,29,94954,1410,0,Sleeping Bag,1.97,4.1,1114
130,7254,39,121638,539,0,Hoodie,59.99,1.12,1309
8913,11622,30,96827,12208,0,Beenie Hat,2.49,1.72,1751
6668,12208,46,96102,14576,0,Large Wood Box,1.49,1.45,119
344,4617,1086,121037,2516,0,Double Barrel Shotgun,1.99,2.46,245
1393,4705,47,122709,746,0,Salvaged Icepick,1.99,11.07,925
0,14097,31,115151,321,0,Hatchet,2.99,1.97,616
0,5668,45,123158,729,0,Pickaxe,2.99,4.66,616
205,8236,35,120487,637,0,Combat Knife,1.99,1.45,371
1363,23252,19,103924,1042,0,Garage Door,2.99,5.01,827
6,10920,32,117714,928,0,Hatchet,1.99,1.68,666
1,6287,45,121882,1385,0,Semi-Automatic Pistol,2.49,0.81,1702
1393,12406,65,114012,1724,0,Revolver,1.99,2.49,960
437,14725,38,112510,1890,0,Pump Shotgun,1.99,1.88,981
207,10679,45,114444,4225,0,Assault Rifle,1.99,1.14,309
1,25820,47,93457,10275,0,Large Wood Box,1.49,10.03,1182
336,31947,26,84308,12983,0,Sheet Metal Door,3.01,2.48,1238
0,3195,878,125457,70,0,Burlap Trousers,6.16,4.65,1276
11664,19355,23,86823,11735,0,Sheet Metal Double Door,1.49,1.72,57
13980,14326,30,99691,1573,0,Beenie Hat,0.94,0.07,1779
4555,13121,26,109589,2309,0,Baseball Cap,0.7,0.07,1772
686,12090,23,115746,1055,0,Improvised Balaclava,4.99,0.42,1744
1367,16586,32,110046,1569,0,Hatchet,2.16,1.44,1128
3765,15447,40,107786,2562,0,Metal Facemask,0.99,3.32,1058
27077,24661,29,74453,3380,0,Wooden Door,1.46,4.21,1022
753,4840,39,123395,573,0,Jacket,1.17,0.06,1786
3967,3328,36,120032,2237,0,Chair,4.74,17.5,1189
54,9539,37,116892,3078,0,Satchel Charge,4.03,1.31,1099
13470,3733,35,112114,248,0,Shirt,3.92,2.53,1282
4231,10278,44,112901,2146,0,Semi-Automatic Pistol,2.49,0.79,1702
1620,8507,25,119161,287,0,Bandana Mask,2.49,6.43,1744
2361,7508,26,119539,166,0,Sheet Metal Door,1.49,6.16,729
1005,17769,29,108833,1964,0,Sleeping Bag,1.58,2.34,1247
4636,5891,45,118897,131,0,T-Shirt,0.16,0.06,1779
18,7668,32,121144,738,0,Hatchet,2.1,1.32,1065
547,7586,31,120193,1243,0,Hatchet,1.99,1.43,629
272,4650,42,124354,282,0,Pickaxe,1.99,1.75,630
344,16896,65,107636,4659,0,Revolver,1.99,3.76,714
12,39785,72,88359,1372,0,Sleeping Bag,2.99,2.21,491
40,13338,47,115837,338,0,Hoodie,1.13,1.4,1114
52,20554,50,102851,6093,0,Python Revolver,1.99,1.35,848
40,7233,32,121543,752,0,Hatchet,2.34,1.38,1092
4,25422,44,101013,3117,0,Semi-Automatic Pistol,1.99,1.42,665
11006,16900,25,89561,12108,0,Baseball Cap,0.99,0.12,1750
1836,1552,38,124387,1787,0,Pickaxe,14.28,1.86,1210
0,2753,64,126586,197,0,Hunting Bow,3.99,4.43,386
18,31193,19,96403,1967,0,Garage Door,1.49,2.75,315
2056,7493,42,117626,2383,0,Assault Rifle,2.19,2.23,1142
1590,8704,52,116580,2674,0,Metal Chest Plate,1.48,2.74,1093
1841,19102,42,98694,9921,0,Semi-Automatic Pistol,1.99,1.19,1106
12,28393,34,96022,5139,0,Vending Machine,1.49,5.62,742
17924,17811,18,69080,24767,0,Garage Door,1.49,4.09,92
51,6947,47,122386,169,0,Hoodie,0.99,0.95,848
1,18591,47,110920,41,0,Pants,0.99,1.53,848
21,16967,47,112162,403,0,Hoodie,5.99,0.99,1575
49,25220,30,103826,475,0,Burlap Shirt,1.48,2.75,953
7,19257,33,110205,98,0,Burlap Trousers,1.5,8.02,953
0,19713,29,108083,1775,0,Rock,2.48,6.56,1247
39,18894,32,109384,1251,0,Furnace,1.95,2.29,819
15,7891,34,121214,446,0,Stone Hatchet,2.3,2.36,789
1668,16024,49,103486,8373,0,Hammer,3.61,1.69,1022
1,15185,32,113367,1015,0,Waterpipe Shotgun,2.73,1.94,1128
10,52057,28,76867,638,0,Wooden Door,1.49,3.16,1107
31192,4605,43,77359,16401,0,Concrete Barricade,2.47,10.21,1288
6409,30345,51,89007,3788,0,Bucket Helmet,1.79,1.12,1044
577,11303,166,116191,1363,0,Hatchet,1.99,2.14,733
0,9643,28,119088,841,0,Bandana Mask,0.99,2.78,806
0,5391,33,124030,146,0,Burlap Trousers,0.99,3.69,806
138,17272,30,111559,601,0,Burlap Shirt,0.99,3.0,806
6017,12650,41,108000,2892,0,Boots,0.99,0.94,105
9232,13092,52,102427,4797,0,Leather Gloves,1.49,1.01,105
3256,6311,37,117747,2249,0,Riot Helmet,0.99,1.02,98
2337,1301,39,125858,65,0,Hoodie,0.99,0.67,105
1163,548,46,127700,143,0,Pants,0.99,0.73,105
8482,16452,2013,87625,15028,0,Sheet Metal Door,1.49,3.23,1093
4132,5774,46,113721,5927,0,Salvaged Sword,2.63,1.51,1142
2842,10690,50,111337,4681,0,Coffee Can Helmet,0.99,0.94,1058
4110,15913,53,108180,1344,0,Bucket Helmet,1.25,2.66,1016
0,29038,48,93145,7369,0,Boots,4.99,2.61,1296
3,22539,39,103418,3601,0,Hoodie,0.99,0.78,175
1,7254,46,121854,445,0,Pants,0.99,1.54,175
6381,8210,429,113678,902,0,Sheet Metal Door,1.49,1.49,343
111,32550,4765,91664,510,0,Hoodie,0.99,7.55,1051
0,7898,1175,120214,313,0,Salvaged Icepick,1.99,4.46,1002
73,37325,20,74681,17501,0,Garage Door,2.53,8.57,938
472,5730,83,122524,791,0,Crossbow,2.99,4.03,806
353,11344,359,111853,5691,0,Rock,1.99,2.41,281
38,13402,21,101521,14618,0,Improvised Balaclava,4.99,0.67,1751
1,17067,22,110936,1574,0,Improvised Balaclava,1.88,1.15,946
2,6888,72,118340,4298,0,Vending Machine,8.0,14.95,1204
4056,4871,48,117431,3194,0,Assault Rifle,3.99,3.86,372
407,11070,26,115678,2419,0,Sheet Metal Door,1.49,2.65,393
9292,3458,224,115350,1276,0,Furnace,2.49,2.79,343
2106,15534,20,108196,3744,0,Garage Door,1.49,5.24,386
5763,6855,47,107745,9190,0,Large Wood Box,1.49,2.43,393
12790,6160,50,107439,3161,0,Python Revolver,1.99,1.25,322
304,6749,54,119440,3053,0,Semi-Automatic Rifle,1.99,2.12,630
28,19542,47,105561,4422,0,Large Wood Box,11.5,1.84,1175
582,13405,220,112626,2767,0,Pump Shotgun,2.31,3.41,827
0,42592,28,82612,4368,0,Rug,1.49,34.59,1135
1069,5303,46,111200,11982,0,Bone Helmet,1.29,0.98,160
19415,8083,63,82612,19427,0,Hide Boots,0.99,1.08,890
1349,7982,42,115516,4711,0,Assault Rifle,1.99,1.77,841
737,9025,31,118574,1233,0,Hatchet,1.99,1.47,566
124,4220,47,124990,219,0,Salvaged Icepick,2.42,5.44,1198
612,4696,42,123829,421,0,Pickaxe,1.99,1.59,567
11,25346,45,100551,3647,0,T-Shirt,7.6,0.9,1778
10496,5221,45,110749,3089,0,T-Shirt,0.99,0.76,700
942,9820,22,94372,24444,0,Shorts,0.99,1.02,700
847,4162,39,75369,49183,0,Longsleeve T-Shirt,0.99,1.09,694
1581,9617,23,91101,27278,0,Shorts,0.99,1.22,694
1370,15222,971,79233,32804,0,Rug,4.99,16.85,659
12701,42897,19,63660,10323,0,Garage Door,2.49,2.22,350
27,24074,32,103131,2336,0,Waterpipe Shotgun,2.44,2.4,1187
25,26594,32,99818,3131,0,Metal Facemask,9.99,6.17,1702
1806,19127,39,95958,12670,0,Hoodie,0.99,0.81,153
2241,18267,46,99307,9739,0,Pants,0.99,0.76,153
8471,34531,33,75106,11459,0,Rug,2.38,3.86,890
219,10244,42,114533,4562,0,Assault Rifle,25.98,1.34,1280
596,3890,33,116063,9018,0,Bolt Action Rifle,3.42,2.43,1258
1699,16790,32,105886,5193,0,Waterpipe Shotgun,5.1,1.5,1254
8,9169,3827,113903,2693,0,Salvaged Sword,4.58,1.38,1051
11,19513,51,104862,5163,0,Bucket Helmet,2.13,1.64,1191
9892,15038,94,95067,9509,0,Coffee Can Helmet,7.53,0.72,1277
22,4455,35,124633,455,0,Chair,1.49,2.8,967
535,16025,62,106054,6924,0,Riot Helmet,1.66,2.9,1184
3055,6749,564,117552,1680,0,Semi-Automatic Rifle,1.99,4.04,946
1,6220,30,121725,1624,0,Double Barrel Shotgun,8.0,4.37,847
27,7530,55,121825,163,0,Semi-Automatic Rifle,1.99,5.1,939
1,18315,45,108936,2303,0,Coffee Can Helmet,0.99,2.04,932
2,15015,57,113863,663,0,Road Sign Kilt,0.99,14.66,932
1,21954,43,105404,2198,0,Road Sign Jacket,0.99,2.77,932
3,12717,20,113041,3819,0,Bone Club,2.34,2.25,1072
124,11005,50,112412,6009,0,Bone Knife,2.09,7.86,1072
1225,11887,47,111470,4971,0,Metal Facemask,9.99,9.87,1298
7,18477,30,110732,354,0,Wooden Door,1.49,3.81,995
961,10794,75,111524,6246,0,Custom SMG,2.65,4.22,988
4,28343,28,101128,97,0,Armored Door,1.49,4.33,1030
10629,12789,47,100616,5519,0,Hoodie,5.99,0.72,1573
4707,35470,19,82257,7147,0,Garage Door,1.49,1.98,778
999,23615,5795,93397,5794,0,Revolver,1.99,2.6,673
2209,20575,44,106250,522,0,Semi-Automatic Pistol,2.49,1.01,1251
83,25151,25,100992,3349,0,Sheet Metal Door,1.49,4.21,1009
3,24578,606,94078,10335,0,Large Wood Box,1.83,5.12,952
1,43809,27,81414,4349,0,Sleeping Bag,1.49,1.99,113
0,25019,72,101519,2990,0,Bandana Mask,0.99,1.47,427
1,32142,42,95932,1483,0,Metal Chest Plate,1.87,4.07,1142
5,12701,113,113019,3762,0,Snow Jacket,2.49,4.57,1701
350,25224,26,100825,3175,0,Sheet Metal Door,1.49,1.82,1051
7746,13431,43,106441,1939,0,Road Sign Jacket,2.11,1.6,862
4916,13885,56,109647,1096,0,Road Sign Kilt,1.85,2.25,862
6430,11407,51,107519,4193,0,Coffee Can Helmet,1.69,1.15,862
4,29040,46,97595,2915,0,Metal Chest Plate,6.05,23.08,764
19,20466,57,107337,1721,0,Road Sign Kilt,6.05,10.16,764
6,26147,32,99755,3660,0,Metal Facemask,6.17,5.66,764
16,37165,34,77613,14772,0,Vending Machine,3.65,3.86,1205
0,20139,24,102574,6863,0,Burlap Headwrap,2.49,7.65,1303
2609,6548,42,114302,6099,0,Assault Rifle,1.99,1.31,1051
21,8763,34,118785,1997,0,Bolt Action Rifle,1.99,2.5,1044
4142,19818,37,103579,2024,0,Improvised Balaclava,10.56,7.48,1272
136,13700,28,112330,3406,0,Bandana Mask,0.99,1.04,890
64,18687,48,105024,5777,0,Metal Chest Plate,0.99,0.9,533
4953,11634,33,95859,17121,0,Furnace,1.49,1.66,526
3431,21996,42,94771,9360,0,Metal Facemask,0.99,0.99,533
3687,5686,41,112830,7356,0,Assault Rifle,1.99,1.85,946
31356,5298,27,81860,11059,0,Sleeping Bag,1.49,1.87,160
1300,5467,1909,116964,3960,0,Double Barrel Shotgun,2.49,2.57,526
598,6059,424,118489,4030,0,Double Barrel Shotgun,1.99,2.08,890
906,30036,81,92000,6577,0,Sheet Metal Door,2.99,2.11,526
42,12523,45,116080,910,0,Pants,0.99,0.72,890
2249,20990,30,99654,6677,0,Burlap Shirt,0.99,0.97,890
4364,12061,57,104989,8129,0,Thompson,4.99,11.07,1631
3108,22005,31,88195,16261,0,Satchel Charge,1.99,2.16,140
70,28607,53,93114,7756,0,Metal Facemask,0.99,3.01,953
3,12106,47,116452,992,0,Hoodie,1.57,1.2,953
1,10734,45,118347,473,0,Pants,0.99,3.34,953
